age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,admin.,married,tertiary,no,17128,no,no,unknown,3,sep,3942,34,152,27,unknown,no
32,entrepreneur,married,tertiary,no,1033,no,no,cellular,21,apr,2184,39,317,28,unknown,no
78,entrepreneur,married,secondary,no,7959,yes,no,cellular,27,may,601,29,57,15,unknown,no
33,self-employed,married,tertiary,no,7324,no,no,cellular,4,feb,3471,44,326,19,failure,no
37,services,single,tertiary,no,-799,yes,no,unknown,31,feb,836,26,372,10,unknown,no
94,admin.,married,secondary,no,14632,yes,no,unknown,21,feb,1528,14,86,6,failure,no
61,student,single,primary,no,6003,yes,no,cellular,4,oct,499,47,173,24,unknown,no
59,housemaid,married,secondary,no,19660,no,no,cellular,8,feb,1596,20,358,28,failure,no
63,admin.,single,primary,no,675,yes,no,unknown,6,sep,137,7,153,1,unknown,yes
51,student,married,secondary,no,7476,yes,no,cellular,14,dec,2097,18,297,27,failure,no
81,blue-collar,married,primary,no,17259,yes,yes,cellular,15,may,1794,43,6,6,unknown,no
46,housemaid,married,tertiary,no,6512,no,no,telephone,29,nov,972,10,55,5,unknown,no
20,technician,divorced,secondary,no,5294,no,no,cellular,17,jun,1642,46,67,18,unknown,no
26,management,married,secondary,no,14411,no,no,cellular,5,apr,3696,30,299,17,success,no
92,technician,married,secondary,no,9090,yes,no,unknown,1,feb,1885,3,307,0,unknown,no
92,management,married,secondary,no,-1491,no,no,cellular,12,mar,2301,44,145,17,unknown,no
42,technician,married,tertiary,no,12563,no,no,cellular,19,mar,3701,1,390,11,failure,no
59,admin.,single,secondary,no,15024,yes,no,cellular,12,nov,2028,30,277,20,unknown,no
63,student,single,secondary,no,17634,no,no,telephone,11,nov,2757,45,259,16,unknown,no
90,services,married,tertiary,no,1747,yes,no,cellular,22,oct,3920,2,156,7,unknown,yes
76,self-employed,married,secondary,no,17103,yes,no,telephone,9,aug,1900,15,215,19,unknown,no
38,retired,married,tertiary,no,18287,yes,no,cellular,19,aug,2610,11,373,2,failure,no
91,management,divorced,secondary,no,19389,yes,no,cellular,28,jun,2804,32,167,9,unknown,no
39,retired,married,secondary,no,1336,yes,no,unknown,28,nov,3986,6,369,15,unknown,no
46,blue-collar,single,secondary,no,15802,no,yes,unknown,28,oct,1449,6,315,17,other,no
80,blue-collar,single,primary,no,5599,yes,no,unknown,31,nov,546,28,168,0,unknown,no
90,retired,single,secondary,no,7650,yes,no,cellular,29,aug,3373,25,72,7,unknown,no
78,student,divorced,secondary,no,17843,yes,no,cellular,4,mar,921,23,270,24,unknown,no
81,blue-collar,married,tertiary,no,19288,no,no,unknown,13,jul,580,12,378,18,unknown,no
86,housemaid,divorced,tertiary,no,5312,no,no,cellular,10,may,1372,48,76,2,unknown,no
57,retired,single,secondary,no,5342,no,no,cellular,1,sep,3903,48,56,15,success,no
92,blue-collar,married,secondary,no,8759,yes,no,cellular,10,sep,1956,10,349,15,unknown,no
18,management,single,tertiary,no,7529,no,no,unknown,18,may,2003,17,98,15,unknown,no
82,services,single,primary,no,19632,yes,no,unknown,29,jun,2096,2,162,24,unknown,yes
79,blue-collar,single,secondary,no,17465,no,no,cellular,13,jan,2964,45,345,22,unknown,no
71,student,married,secondary,no,-1654,no,yes,unknown,7,dec,3145,17,274,11,success,no
77,student,single,tertiary,no,14500,no,no,telephone,8,dec,703,9,396,27,failure,no
63,retired,married,secondary,no,8650,no,no,cellular,17,apr,2308,47,276,8,unknown,no
22,management,single,tertiary,no,7612,no,no,cellular,25,jan,2403,7,343,17,unknown,no
39,retired,divorced,secondary,no,8046,no,no,cellular,22,apr,3653,13,25,22,unknown,no
70,entrepreneur,single,secondary,no,17466,no,no,unknown,1,dec,1625,10,55,29,unknown,no
87,admin.,married,secondary,no,11709,yes,no,cellular,16,jan,3331,22,30,28,unknown,no
49,admin.,single,secondary,no,-369,yes,no,cellular,31,oct,637,28,29,23,unknown,no
28,student,married,secondary,no,-1,no,no,unknown,20,apr,2790,42,23,10,unknown,no
27,admin.,single,tertiary,no,13452,yes,no,cellular,4,jun,3366,14,95,19,unknown,yes
56,technician,single,secondary,no,10569,yes,yes,cellular,23,sep,1009,19,157,28,unknown,no
48,housemaid,married,tertiary,no,6132,yes,no,unknown,17,feb,2978,1,120,25,unknown,no
29,retired,married,secondary,no,5003,yes,yes,cellular,13,feb,640,27,153,10,unknown,no
55,housemaid,single,secondary,no,-309,no,no,cellular,10,jun,2839,4,357,19,unknown,no
84,retired,married,secondary,no,704,no,no,cellular,9,nov,3384,24,81,11,unknown,no
83,entrepreneur,divorced,secondary,no,19924,yes,no,telephone,14,oct,2659,14,360,17,success,no
69,blue-collar,married,tertiary,no,17819,no,no,cellular,17,dec,1861,37,309,1,unknown,no
22,technician,married,tertiary,no,6402,no,no,cellular,26,jun,2856,23,368,3,unknown,yes
28,services,single,secondary,no,-223,yes,no,cellular,3,dec,1205,5,379,3,unknown,no
42,retired,single,secondary,no,12843,yes,no,cellular,1,mar,685,20,331,20,failure,no
52,management,married,primary,no,1147,no,yes,cellular,1,feb,1851,22,276,25,other,no
52,student,single,tertiary,yes,6057,yes,yes,cellular,20,mar,3435,46,125,13,unknown,no
39,blue-collar,married,tertiary,no,16883,no,no,cellular,2,dec,187,40,283,25,unknown,no
54,self-employed,single,secondary,no,15070,yes,no,cellular,30,dec,3640,44,123,12,failure,yes
72,self-employed,married,primary,no,19450,yes,no,telephone,16,apr,3614,49,80,25,unknown,no
92,services,married,tertiary,no,17217,no,no,unknown,9,apr,1619,35,334,8,unknown,no
89,management,married,tertiary,no,7965,no,no,cellular,14,jul,1687,36,278,14,unknown,no
81,admin.,married,secondary,no,245,yes,no,cellular,1,apr,984,5,180,26,unknown,yes
37,technician,married,secondary,no,-815,no,no,cellular,3,oct,547,33,308,24,unknown,no
21,housemaid,married,tertiary,no,464,yes,yes,unknown,18,jun,2772,24,161,22,unknown,no
35,unemployed,divorced,secondary,no,6575,yes,no,unknown,1,jun,2973,34,323,21,unknown,no
68,unemployed,married,secondary,no,12535,no,no,telephone,11,oct,1431,37,360,9,success,no
85,technician,married,primary,no,12057,yes,yes,cellular,25,mar,875,25,11,4,unknown,no
37,blue-collar,single,secondary,no,-479,no,no,telephone,5,sep,617,37,129,3,unknown,no
26,entrepreneur,married,tertiary,no,15363,no,no,cellular,11,oct,2461,25,280,17,unknown,no
43,blue-collar,married,secondary,no,13402,yes,no,cellular,6,may,1365,22,343,3,unknown,no
42,self-employed,married,tertiary,no,18561,no,no,cellular,24,oct,1243,45,350,15,unknown,no
85,housemaid,married,secondary,no,1610,yes,no,telephone,7,sep,902,5,124,10,success,no
58,self-employed,married,tertiary,no,3700,yes,no,unknown,13,oct,162,8,171,6,unknown,no
76,retired,married,secondary,no,9462,no,no,telephone,23,jun,1974,41,133,0,unknown,yes
62,self-employed,divorced,primary,no,5573,no,no,cellular,16,jun,3291,47,350,2,failure,no
58,unemployed,married,tertiary,no,16337,yes,yes,unknown,25,sep,269,27,38,15,unknown,no
55,unemployed,married,primary,no,19930,no,no,telephone,3,oct,631,35,382,3,success,no
36,housemaid,married,secondary,no,7676,yes,no,cellular,26,may,905,1,177,22,unknown,no
31,self-employed,married,secondary,no,15267,yes,no,unknown,15,mar,3919,20,279,2,success,yes
38,technician,married,primary,no,19207,no,no,cellular,31,mar,3471,7,4,19,unknown,no
32,technician,single,primary,no,14507,no,yes,cellular,8,feb,3253,45,53,0,unknown,no
20,services,divorced,tertiary,yes,-1475,yes,no,unknown,22,feb,2014,3,309,27,unknown,no
54,entrepreneur,single,secondary,no,16470,no,no,unknown,24,jun,1641,42,265,0,unknown,no
63,housemaid,married,secondary,no,13558,no,yes,unknown,20,aug,3800,48,81,9,unknown,yes
33,self-employed,divorced,secondary,no,8347,no,no,cellular,16,nov,204,9,220,11,unknown,no
31,housemaid,married,secondary,no,4099,no,no,cellular,17,aug,581,47,330,2,unknown,no
26,blue-collar,married,tertiary,no,7568,no,no,cellular,27,aug,1579,14,240,22,unknown,no
24,admin.,married,tertiary,no,2406,yes,no,cellular,13,oct,840,19,93,12,unknown,yes
31,management,single,primary,no,2135,yes,no,cellular,3,jul,1836,27,362,26,unknown,no
23,blue-collar,married,secondary,no,2876,no,no,cellular,26,feb,1251,6,68,5,success,no
32,blue-collar,single,secondary,no,16377,yes,no,cellular,3,oct,1719,7,5,20,unknown,yes
69,self-employed,single,secondary,no,2525,yes,no,unknown,13,nov,1642,37,205,23,unknown,no
89,admin.,married,secondary,no,12327,yes,yes,cellular,17,feb,2643,26,15,26,unknown,no
51,student,single,secondary,no,10127,yes,no,cellular,30,oct,3921,13,59,23,unknown,no
18,technician,married,primary,no,8992,no,no,cellular,29,jul,2297,37,141,19,unknown,yes
86,technician,married,secondary,no,11538,yes,no,unknown,14,apr,874,46,288,9,unknown,no
37,blue-collar,married,primary,no,7643,yes,no,cellular,30,jun,1464,33,356,5,unknown,no
24,student,single,secondary,no,14587,no,no,cellular,5,sep,3604,33,205,27,success,no
24,entrepreneur,married,tertiary,no,9018,no,no,cellular,29,may,2243,41,39,0,unknown,no
67,technician,single,secondary,no,2213,yes,no,cellular,12,oct,689,9,8,25,unknown,no
19,retired,divorced,secondary,no,8044,yes,yes,cellular,16,apr,2010,15,90,14,unknown,no
64,blue-collar,divorced,secondary,no,9657,no,no,cellular,6,mar,3590,5,194,13,unknown,no
31,management,married,tertiary,no,4365,no,no,cellular,9,jul,3141,29,201,11,unknown,no
48,admin.,married,secondary,no,19376,yes,no,telephone,16,jul,2686,7,47,9,unknown,no
67,services,married,secondary,yes,8635,no,no,cellular,24,jul,1422,31,265,8,unknown,no
78,unemployed,single,secondary,no,5459,yes,no,cellular,4,may,2001,34,244,29,unknown,yes
58,housemaid,divorced,tertiary,no,192,no,no,cellular,6,oct,671,11,261,20,unknown,no
31,blue-collar,single,tertiary,no,19433,yes,no,cellular,19,aug,3831,42,317,14,unknown,no
22,technician,married,secondary,no,17093,no,no,unknown,1,nov,3274,19,30,13,unknown,yes
92,housemaid,married,tertiary,no,17212,yes,no,cellular,25,feb,1171,5,261,23,unknown,no
22,management,single,tertiary,no,7150,no,yes,cellular,8,apr,1495,23,350,9,failure,yes
81,student,married,tertiary,no,2074,yes,no,cellular,6,jan,3726,47,33,25,failure,no
46,self-employed,married,tertiary,no,8250,yes,no,cellular,3,jun,943,2,244,0,unknown,no
92,unemployed,single,secondary,no,-1932,yes,no,unknown,27,jun,2246,43,348,29,unknown,no
22,entrepreneur,married,tertiary,no,12015,yes,no,telephone,21,mar,3988,4,322,19,unknown,yes
53,student,married,secondary,no,-363,yes,no,cellular,14,jan,1449,17,267,28,failure,no
36,services,married,secondary,no,3663,no,no,unknown,30,dec,3737,31,293,1,unknown,no
81,self-employed,married,primary,no,6393,no,no,cellular,25,may,2539,30,210,1,unknown,no
39,management,single,primary,no,6457,no,no,cellular,23,dec,3959,2,134,1,unknown,no
51,technician,married,primary,no,4251,no,no,cellular,2,jan,895,24,63,1,failure,no
73,student,single,tertiary,no,1125,yes,no,cellular,16,mar,2189,10,374,7,unknown,no
34,retired,married,primary,no,-1762,no,no,cellular,22,aug,1336,28,375,21,other,no
93,admin.,married,primary,no,19430,no,no,cellular,13,oct,164,43,378,24,unknown,no
73,self-employed,married,secondary,no,6017,yes,no,unknown,25,sep,2361,32,246,17,unknown,no
34,self-employed,married,secondary,no,-1710,no,no,cellular,16,mar,2068,33,332,12,unknown,no
91,services,single,tertiary,no,4464,yes,yes,cellular,11,sep,1105,18,387,16,unknown,no
35,admin.,single,tertiary,no,-192,yes,no,telephone,11,jul,3652,24,276,29,unknown,no
62,management,married,secondary,no,8281,yes,no,unknown,16,aug,3202,37,77,7,unknown,no
73,housemaid,married,tertiary,no,15338,no,yes,cellular,10,jun,3670,30,163,9,other,no
67,housemaid,single,primary,no,-70,no,no,cellular,17,may,1753,5,390,13,unknown,no
75,admin.,married,tertiary,no,4989,no,no,cellular,12,oct,3031,23,76,28,failure,no
35,student,married,primary,no,10272,yes,no,cellular,5,aug,2352,30,380,18,unknown,no
24,entrepreneur,married,tertiary,no,6998,yes,yes,cellular,25,dec,1938,4,176,18,failure,no
93,blue-collar,single,primary,no,12517,no,no,cellular,12,feb,370,41,96,23,unknown,no
27,entrepreneur,married,tertiary,no,5779,yes,no,cellular,3,jul,1880,24,376,4,failure,yes
86,entrepreneur,married,primary,no,19514,yes,no,unknown,19,jan,852,3,138,23,success,no
20,self-employed,single,primary,no,8098,yes,yes,cellular,28,jul,383,15,242,17,unknown,no
61,self-employed,divorced,tertiary,no,13080,yes,no,telephone,28,jun,1931,46,358,9,unknown,no
87,unemployed,married,primary,no,676,no,no,cellular,10,apr,2492,1,344,15,unknown,no
31,student,married,tertiary,no,13783,no,no,cellular,16,mar,424,10,358,24,unknown,yes
21,technician,married,tertiary,no,17955,yes,no,telephone,25,sep,2208,45,250,17,failure,yes
35,management,married,secondary,no,10863,yes,no,cellular,19,jun,3249,26,279,8,unknown,no
69,management,married,secondary,no,1759,yes,no,cellular,29,jun,628,12,277,9,unknown,no
55,student,married,tertiary,no,12789,yes,no,unknown,11,jan,3779,1,170,21,unknown,no
37,unemployed,divorced,tertiary,no,7810,no,no,unknown,25,may,894,2,178,11,unknown,yes
61,self-employed,single,secondary,no,11214,yes,yes,telephone,16,dec,2537,11,176,27,success,no
68,services,married,secondary,no,3121,yes,no,cellular,28,jul,3064,12,377,4,unknown,no
36,services,single,secondary,no,11553,yes,no,cellular,10,apr,2374,28,375,14,unknown,no
85,technician,married,secondary,no,7000,yes,no,cellular,15,dec,597,33,277,22,unknown,no
83,admin.,married,secondary,no,13419,no,no,cellular,3,feb,3062,42,334,29,unknown,yes
30,self-employed,divorced,tertiary,yes,18170,yes,no,cellular,24,sep,2336,3,17,6,unknown,no
79,housemaid,divorced,tertiary,no,-1059,yes,no,cellular,10,jun,592,41,299,19,unknown,no
78,housemaid,married,tertiary,no,-662,yes,yes,unknown,12,sep,1687,49,108,6,unknown,no
47,student,married,secondary,no,19036,no,no,unknown,30,aug,3644,19,31,2,unknown,yes
47,self-employed,married,secondary,no,-679,no,no,unknown,9,jan,572,18,55,2,unknown,no
68,retired,married,tertiary,no,16038,yes,no,cellular,19,feb,3425,37,227,6,unknown,no
65,admin.,single,tertiary,no,11204,no,no,telephone,1,feb,2075,28,73,0,unknown,no
50,housemaid,married,tertiary,no,1068,no,no,unknown,13,feb,3001,31,8,23,unknown,yes
91,blue-collar,married,primary,no,19122,yes,no,unknown,25,apr,2090,7,88,26,unknown,no
36,entrepreneur,married,secondary,no,4593,no,no,cellular,7,jul,1704,47,376,17,unknown,no
88,self-employed,married,secondary,no,6586,yes,no,unknown,22,jul,2470,38,131,0,unknown,no
74,retired,single,secondary,no,-1209,no,no,telephone,28,jan,3669,5,293,5,unknown,no
36,blue-collar,single,tertiary,yes,12423,yes,no,cellular,20,aug,176,19,237,19,success,no
58,entrepreneur,married,secondary,no,8136,no,no,cellular,21,apr,528,13,355,6,unknown,no
59,entrepreneur,married,tertiary,no,13747,no,no,cellular,7,aug,1633,39,249,11,unknown,yes
69,technician,married,secondary,no,-1257,yes,no,telephone,25,oct,965,28,41,2,unknown,no
21,student,married,secondary,no,4524,yes,no,cellular,6,sep,1517,2,230,26,unknown,no
21,admin.,married,tertiary,no,11866,no,no,cellular,12,jul,197,6,390,1,unknown,yes
22,self-employed,married,secondary,no,4574,no,no,unknown,4,mar,2657,15,169,27,unknown,no
58,retired,married,tertiary,no,14315,no,no,unknown,28,dec,3648,28,373,14,unknown,no
78,unemployed,married,tertiary,no,10564,yes,no,cellular,20,mar,2889,37,315,26,unknown,no
92,technician,single,tertiary,no,-1807,yes,no,telephone,10,may,852,25,89,19,unknown,no
72,services,married,secondary,no,5894,yes,no,cellular,31,jul,3588,32,190,3,unknown,no
92,blue-collar,single,primary,no,2274,yes,no,unknown,19,dec,1537,37,379,26,unknown,no
30,unemployed,married,secondary,no,12332,yes,no,unknown,2,jul,2069,36,380,19,unknown,no
31,blue-collar,single,tertiary,no,18281,no,no,telephone,4,sep,3183,30,366,18,unknown,no
77,self-employed,married,secondary,yes,1582,yes,no,cellular,15,jan,1080,45,276,22,failure,no
89,retired,single,secondary,no,19467,yes,no,cellular,6,mar,3137,24,126,20,unknown,no
42,retired,married,primary,no,13418,yes,no,unknown,1,jan,2889,18,132,10,unknown,yes
61,entrepreneur,divorced,secondary,no,13705,no,no,unknown,18,jun,97,1,376,19,success,no
27,unemployed,single,tertiary,no,10844,yes,no,cellular,8,dec,3215,3,285,4,unknown,no
88,retired,married,primary,no,6129,yes,no,telephone,13,oct,1903,7,62,22,unknown,no
67,housemaid,married,secondary,no,9682,yes,no,cellular,19,jul,434,33,239,19,unknown,no
61,blue-collar,single,primary,no,19727,yes,no,cellular,16,feb,636,21,37,11,failure,yes
31,entrepreneur,divorced,tertiary,no,9007,yes,no,cellular,1,sep,3750,14,163,15,success,no
32,self-employed,divorced,tertiary,no,1903,yes,no,unknown,2,dec,3157,47,37,28,unknown,no
33,retired,single,secondary,no,10115,no,no,unknown,19,may,587,48,278,29,unknown,no
19,student,single,primary,no,16169,yes,yes,cellular,31,mar,343,37,150,9,unknown,no
47,management,married,secondary,no,10364,yes,no,cellular,14,jul,1317,3,57,20,unknown,no
47,self-employed,married,secondary,no,5962,yes,no,cellular,15,jul,1979,49,175,21,unknown,no
48,unemployed,married,secondary,no,10025,yes,no,cellular,2,jan,570,37,242,5,unknown,no
94,housemaid,single,secondary,no,14907,yes,yes,cellular,13,jun,3721,25,389,27,unknown,no
37,admin.,married,tertiary,no,1296,no,no,unknown,20,mar,610,33,362,11,unknown,no
66,services,married,tertiary,no,18863,no,no,unknown,29,jul,1727,13,173,6,unknown,no
52,management,married,primary,no,5711,no,no,cellular,20,may,2290,33,342,9,unknown,no
40,entrepreneur,single,primary,no,3685,yes,no,cellular,11,apr,1854,29,142,15,unknown,yes
78,blue-collar,married,secondary,no,4647,no,no,unknown,10,oct,2608,19,256,28,failure,no
72,unemployed,married,secondary,no,5794,yes,no,cellular,2,jul,959,26,99,2,unknown,no
84,unemployed,married,secondary,no,3590,yes,no,telephone,29,jul,2079,38,347,15,unknown,no
25,student,married,tertiary,no,18767,yes,no,unknown,17,aug,2438,9,201,11,unknown,no
57,admin.,single,primary,no,-1602,yes,no,cellular,3,may,2324,46,32,7,unknown,no
76,management,married,tertiary,no,16535,no,no,unknown,30,apr,531,30,365,4,success,no
49,blue-collar,single,secondary,no,3430,yes,no,cellular,4,jan,1177,22,151,16,unknown,yes
24,services,married,tertiary,no,1880,no,no,cellular,31,apr,2430,43,69,19,unknown,no
19,technician,married,secondary,no,-1874,yes,no,cellular,27,nov,1091,4,141,26,unknown,no
23,technician,married,tertiary,no,16471,yes,no,unknown,31,oct,1901,7,245,19,unknown,no
53,unemployed,married,secondary,no,16154,no,no,cellular,22,jan,883,18,95,13,unknown,yes
49,management,married,tertiary,no,5025,yes,no,unknown,5,jul,2261,6,338,23,unknown,no
62,admin.,married,primary,no,13280,no,no,unknown,30,jun,1678,29,83,28,unknown,no
59,unemployed,divorced,secondary,no,10245,yes,no,unknown,2,jul,2423,5,124,25,unknown,no
70,technician,divorced,primary,no,3925,yes,no,telephone,4,aug,2791,6,339,8,unknown,no
26,unemployed,divorced,primary,no,17702,yes,yes,cellular,12,jun,2260,34,165,18,success,no
92,technician,divorced,primary,no,12647,no,no,unknown,6,feb,2126,34,138,11,unknown,no
92,management,married,primary,no,81,yes,no,unknown,28,feb,1749,1,159,10,failure,no
66,management,married,secondary,no,57,no,no,unknown,20,sep,2675,18,285,25,unknown,no
19,admin.,married,tertiary,no,3287,no,no,cellular,27,jun,2651,27,85,0,unknown,no
84,entrepreneur,married,secondary,no,3903,no,no,cellular,27,jun,781,10,138,10,unknown,no
28,entrepreneur,single,tertiary,no,3335,no,no,unknown,30,jan,3994,39,104,28,unknown,yes
67,unemployed,single,primary,no,989,no,no,telephone,15,aug,3452,2,77,28,unknown,no
52,student,single,secondary,no,5575,yes,no,cellular,7,nov,3048,19,218,26,unknown,no
32,unemployed,single,secondary,no,12063,no,no,cellular,29,aug,2727,27,191,7,unknown,no
92,unemployed,married,secondary,no,3721,no,yes,cellular,6,apr,2105,22,377,24,unknown,no
48,admin.,married,primary,no,13377,no,no,unknown,22,jul,3867,10,187,19,unknown,yes
79,student,married,secondary,no,14723,yes,no,telephone,31,sep,3097,44,195,20,unknown,no
45,self-employed,divorced,primary,no,728,yes,yes,cellular,26,nov,880,27,390,3,unknown,no
42,unemployed,divorced,tertiary,no,15975,yes,yes,telephone,30,jan,446,12,349,3,unknown,no
42,entrepreneur,married,secondary,no,1161,yes,no,unknown,14,dec,2113,15,73,10,unknown,no
92,entrepreneur,married,tertiary,yes,7500,no,yes,cellular,18,may,3992,1,390,28,unknown,no
18,student,married,tertiary,no,6175,no,no,cellular,27,aug,1783,38,260,18,unknown,no
76,blue-collar,married,tertiary,no,2629,no,no,cellular,29,jul,1277,41,302,25,unknown,yes
86,management,single,tertiary,no,12768,yes,no,telephone,7,oct,3970,24,291,3,unknown,no
91,student,married,primary,no,4901,yes,no,unknown,25,apr,1991,6,142,24,unknown,no
59,self-employed,married,tertiary,yes,8890,no,no,cellular,6,mar,1067,29,294,22,unknown,no
51,technician,married,secondary,no,9315,no,no,cellular,24,jan,3168,6,37,5,unknown,no
83,entrepreneur,divorced,secondary,no,13426,no,no,cellular,6,mar,1577,38,35,27,unknown,no
35,services,married,secondary,no,297,no,no,telephone,6,feb,1011,48,114,8,unknown,no
94,services,single,tertiary,no,19834,no,no,unknown,20,may,2274,15,1,10,unknown,no
22,entrepreneur,married,tertiary,no,13239,no,no,cellular,22,jan,773,8,14,28,unknown,no
37,services,married,primary,no,12750,yes,no,telephone,10,apr,2726,29,83,11,unknown,no
83,retired,married,secondary,no,11513,yes,yes,unknown,4,aug,3507,2,310,17,failure,no
92,self-employed,single,tertiary,no,19328,yes,no,cellular,10,sep,1814,11,253,19,unknown,no
79,management,divorced,tertiary,no,3318,no,no,cellular,22,jan,2648,9,225,8,unknown,no
49,entrepreneur,married,primary,no,18191,no,no,cellular,1,mar,2426,16,332,23,unknown,no
75,entrepreneur,married,secondary,no,14396,yes,no,cellular,23,jun,1201,24,187,14,unknown,no
67,technician,single,tertiary,no,18418,yes,no,cellular,14,may,1450,34,24,16,unknown,no
55,self-employed,single,tertiary,no,19914,yes,no,telephone,18,dec,3986,43,269,8,unknown,yes
72,unemployed,married,secondary,no,13480,no,no,cellular,22,jan,2756,24,239,12,failure,yes
45,unemployed,married,tertiary,no,17817,yes,no,cellular,9,feb,306,49,245,25,unknown,no
91,housemaid,single,secondary,no,2633,yes,no,cellular,10,feb,778,38,392,1,unknown,no
39,blue-collar,married,tertiary,yes,51,yes,no,telephone,19,jul,2551,38,176,16,failure,no
60,retired,divorced,secondary,no,1876,no,no,unknown,4,jun,2315,25,373,17,failure,no
53,admin.,single,secondary,no,3908,no,no,cellular,21,jun,3657,41,162,25,unknown,no
69,admin.,married,tertiary,no,4427,no,no,cellular,24,jan,7,33,213,26,failure,no
53,housemaid,single,primary,no,11009,yes,yes,cellular,13,jan,3991,44,260,5,unknown,no
45,management,married,tertiary,no,13351,no,no,cellular,10,apr,2555,43,235,1,failure,no
75,admin.,single,tertiary,no,-177,yes,yes,cellular,13,oct,475,17,356,29,unknown,no
53,student,single,tertiary,no,17814,yes,no,cellular,22,jun,1320,7,144,0,unknown,yes
87,unemployed,married,secondary,no,740,yes,no,cellular,12,nov,2211,27,68,4,unknown,no
26,services,single,tertiary,no,-212,no,no,cellular,24,jun,484,36,250,13,unknown,no
38,blue-collar,single,tertiary,no,16336,no,no,unknown,3,may,3668,41,53,26,unknown,no
81,student,divorced,tertiary,no,13641,yes,no,cellular,19,apr,3143,19,174,17,unknown,no
93,student,married,secondary,no,8896,yes,no,cellular,9,feb,2614,15,222,26,unknown,no
78,self-employed,married,secondary,no,10915,no,no,cellular,13,jul,904,6,176,3,unknown,no
57,unemployed,single,secondary,no,17804,no,no,unknown,22,dec,558,36,329,26,unknown,no
73,technician,divorced,secondary,no,17411,yes,no,cellular,8,jun,3982,5,61,13,unknown,yes
21,self-employed,married,tertiary,no,1101,yes,no,unknown,4,jul,1967,45,348,14,unknown,no
48,admin.,married,secondary,no,3873,no,no,cellular,21,mar,2285,5,15,26,unknown,no
44,student,married,tertiary,no,1588,yes,no,telephone,28,jan,1127,2,208,26,failure,no
75,technician,married,secondary,no,12709,no,yes,cellular,31,jan,1233,43,134,23,unknown,no
42,self-employed,single,primary,no,18229,no,yes,cellular,9,apr,2601,18,42,25,unknown,no
86,entrepreneur,single,primary,no,9709,no,no,telephone,7,apr,2875,32,171,26,unknown,no
87,retired,divorced,secondary,no,-583,no,no,cellular,30,jul,467,47,392,21,unknown,no
22,unemployed,single,secondary,no,18293,no,no,cellular,31,jul,3525,49,326,7,unknown,no
25,technician,married,secondary,no,19129,yes,no,cellular,21,apr,3339,29,79,20,unknown,no
26,housemaid,single,tertiary,yes,9881,yes,no,unknown,23,jul,2433,49,187,1,unknown,no
32,retired,single,secondary,no,772,no,no,cellular,11,aug,2822,20,393,16,unknown,no
24,self-employed,divorced,tertiary,no,19559,no,yes,cellular,25,sep,847,19,126,27,unknown,no
89,management,married,tertiary,no,249,yes,no,cellular,30,jun,2434,16,379,23,unknown,yes
32,housemaid,married,primary,no,14079,no,no,telephone,15,apr,2924,11,388,16,failure,no
54,unemployed,married,tertiary,no,18242,yes,no,telephone,13,oct,258,28,306,25,unknown,no
56,entrepreneur,married,tertiary,no,16009,yes,no,cellular,3,feb,282,22,6,24,unknown,no
23,technician,married,secondary,no,749,yes,yes,cellular,3,sep,1649,27,21,19,unknown,no
74,services,single,secondary,no,16989,yes,no,cellular,20,dec,1898,17,23,5,unknown,no
36,technician,single,tertiary,no,-153,no,no,unknown,11,jul,39,8,381,5,unknown,no
80,retired,married,tertiary,no,12153,yes,no,cellular,26,jun,2533,8,359,18,unknown,no
48,technician,married,secondary,no,6770,yes,no,cellular,23,apr,2976,23,297,0,failure,no
92,retired,divorced,secondary,no,-864,no,no,cellular,21,apr,2267,32,250,5,unknown,no
27,housemaid,married,secondary,no,9602,no,no,cellular,5,feb,3200,44,149,25,unknown,no
84,technician,married,primary,no,1133,yes,no,cellular,20,jan,1014,15,162,4,unknown,no
79,housemaid,married,secondary,no,8466,no,no,telephone,24,may,3071,27,115,3,unknown,no
20,entrepreneur,married,tertiary,no,8413,yes,no,cellular,19,jun,3591,4,182,24,unknown,yes
35,entrepreneur,married,secondary,no,11307,yes,no,unknown,12,oct,612,40,245,12,unknown,no
42,retired,single,primary,no,-843,yes,no,cellular,18,sep,2975,32,130,19,unknown,yes
37,self-employed,divorced,tertiary,no,5452,no,no,cellular,4,jan,1915,47,366,16,unknown,no
75,entrepreneur,single,secondary,no,10050,no,no,cellular,29,may,687,37,361,25,unknown,no
67,blue-collar,married,secondary,no,5275,yes,no,cellular,8,nov,3690,10,274,12,unknown,no
27,technician,married,tertiary,no,12478,yes,no,cellular,14,may,612,28,327,21,unknown,no
38,blue-collar,divorced,tertiary,no,19797,yes,no,unknown,30,sep,2307,32,124,15,unknown,yes
46,technician,single,tertiary,no,2372,no,no,cellular,16,nov,3037,32,214,12,unknown,no
27,admin.,married,secondary,no,3611,no,no,telephone,20,nov,3013,15,288,22,unknown,no
30,housemaid,married,secondary,no,15970,no,no,unknown,8,apr,2413,6,389,0,unknown,no
64,retired,single,primary,no,16707,yes,no,cellular,5,mar,1781,9,270,24,unknown,no
40,unemployed,married,tertiary,no,-1767,yes,yes,unknown,9,mar,1810,38,68,9,unknown,no
